Chr	Gene	nSNPs	nSims	Start	Stop	Test	GenePvalue	Best-SNP	SNP-pvalue
10	NPS	2	1000	129237602	129240925	2.879444201	0.215	rs4080381	0.1047
4	CDKL2	15	1000	76720727	76774745	19.58110499	0.233	rs2306174	0.1047
4	THAP6	12	1000	76658677	76674260	14.58175565	0.283	rs2306174	0.1047
4	RCHY1	14	1000	76623370	76658652	15.55148787	0.331	rs2306174	0.1047
9	SLC28A3	18	1000	86082911	86173233	11.40530979	0.688	rs10780664	0.1047
6	REPS1	16	1000	139267312	139351091	8.540595222	0.734	rs1188852	0.1047
6	C6orf91	17	1000	139176001	139266900	8.600860816	0.801	rs1188852	0.1047
1	PQLC2	16	1000	19511326	19528381	18.50647035	0.293	rs11805045	0.1048
1	AKR7A2	15	1000	19503048	19511227	13.89158229	0.423	rs11805045	0.1048
22	C22orf13	12	1000	23266407	23281275	10.01626551	0.45	rs6519520	0.1048
22	SNRPD3	12	1000	23281617	23298509	10.01626551	0.462	rs6519520	0.1048
22	C22orf36	8	1000	23311590	23319035	6.368786904	0.466	rs6519520	0.1048
22	GGT1	9	1000	23309717	23354972	6.61931994	0.521	rs6519520	0.1048
4	MRPL1	8	1000	79002828	79092968	6.405937407	0.452	rs1553386	0.1049
19	JMJD2B	20	1000	4920123	5104608	12.7074788	0.609	rs858422	0.1049
6	KCNQ5	43	1000	73388555	73962301	29.44829955	0.779	rs10498884	0.1049
22	SCUBE1	23	1000	41929173	42069299	11.79415355	0.879	rs5759250	0.1049
3	PHC3	15	1000	171288061	171382231	14.78416365	0.367	rs17826507	0.105
1	PTPRU	13	1000	29435633	29525903	13.56407469	0.373	rs4428852	0.105
1	MECR	13	1000	29391971	29430041	12.67579567	0.426	rs4428852	0.105
3	LRRFIP2	11	1000	37069501	37191086	7.022405693	0.539	rs7631605	0.105
3	CYP8B1	13	1000	42888687	42892637	9.184357414	0.573	rs760194	0.105
3	CCBP2	18	1000	42825967	42883779	12.03004764	0.607	rs760194	0.105
12	PPFIBP1	42	1000	27568311	27739763	25.03271524	0.824	rs306664	0.105
17	NOL11	4	1000	63144522	63170728	5.672704656	0.219	rs2625563	0.1051
19	DNAJB1	11	1000	14486581	14490201	12.27351147	0.342	rs3810252	0.1051
19	GIPC1	12	1000	14449570	14467944	11.03638402	0.475	rs3810252	0.1051
17	PITPNC1	25	1000	62804385	63120109	22.35270596	0.552	rs2625563	0.1051
19	PTGER1	8	1000	14444277	14447174	5.995593808	0.575	rs3810252	0.1051
19	PKN1	9	1000	14405165	14443679	6.491736299	0.623	rs3810252	0.1051
3	MORC1	6	1000	110159776	110319658	8.107882523	0.246	rs2246219	0.1052
3	GUCA1C	4	1000	110109339	110155310	5.315834988	0.26	rs2246219	0.1052
20	VSX1	10	1000	25004098	25010767	14.29175115	0.215	rs6115010	0.1053
11	CFL1	7	1000	65378860	65382380	6.733010666	0.395	rs7114014	0.1053
17	CDR2L	7	1000	70495321	70513487	9.466389818	0.227	rs11649883	0.1054
17	C17orf28	7	1000	70458433	70480495	8.999165572	0.255	rs11649883	0.1054
17	OTOP2	6	1000	70431964	70441235	6.407649493	0.352	rs11649883	0.1054
17	OTOP3	6	1000	70443491	70457106	6.407649493	0.352	rs11649883	0.1054
17	USH1G	6	1000	70423770	70430946	5.475271399	0.398	rs11649883	0.1054
22	IL2RB	16	1000	35851825	35875908	13.47401492	0.57	rs11704001	0.1054
22	UNC84B	10	1000	37460680	37481893	12.49879362	0.273	rs138705	0.1055
4	MAD2L1	3	1000	121200037	121207411	3.596781552	0.28	rs10446729	0.1055
22	DNAL4	10	1000	37504458	37520107	12.63938285	0.281	rs138705	0.1055
22	GTPBP1	8	1000	37431752	37459538	9.568178522	0.302	rs138705	0.1055
22	JOSD1	6	1000	37411571	37426215	6.19152252	0.344	rs138705	0.1055
12	FRS2	16	1000	68150395	68259829	15.76267335	0.389	rs518634	0.1055
3	SEMA5B	21	1000	124110732	124229266	10.28544787	0.91	rs4234209	0.1055
1	KCNN3	28	1000	152946536	153109378	15.40740764	0.916	rs4845397	0.1055
4	PTTG2	8	1000	37638450	37639026	13.06286091	0.156	rs1984960	0.1056
2	CD207	10	1000	70910854	70916461	5.589795269	0.748	rs10489990	0.1056
2	ATOH8	22	1000	85834532	85868698	13.44074402	0.777	rs13402783	0.1056
2	CLEC4F	12	1000	70889284	70901240	5.590217212	0.823	rs10489990	0.1056
22	LOC388910	8	1000	43343882	43346993	8.650465398	0.355	rs138594	0.1057
17	PPM1E	13	1000	54188230	54417316	13.09436832	0.39	rs3809724	0.1057
17	TRIM37	9	1000	54414781	54539048	6.946227059	0.458	rs3809724	0.1057
2	ALS2CR12	14	1000	201861391	201930346	10.51428679	0.495	rs13016963	0.1057
2	NEU2	14	1000	233605625	233608011	10.63508969	0.59	rs4439944	0.1057
2	BCS1L	5	1000	219232622	219236410	8.463326958	0.169	rs3845836	0.1058
2	RQCD1	5	1000	219141921	219167243	8.532448288	0.183	rs3845836	0.1058
2	PLCD4	5	1000	219180875	219210148	8.007968732	0.187	rs3845836	0.1058
2	RNF25	5	1000	219236830	219245025	8.463326958	0.188	rs3845836	0.1058
2	STK36	6	1000	219245052	219275682	9.972927829	0.195	rs3845836	0.1058
2	ZNF142	6	1000	219210883	219232599	9.826432433	0.196	rs3845836	0.1058
5	CSNK1A1	23	1000	148855037	148911200	21.98944075	0.374	rs7701875	0.1058
2	ITM2C	16	1000	231437864	231452207	10.4882258	0.682	rs6724157	0.1058
14	KIAA0317	9	1000	74197707	74249560	3.615997178	0.692	rs888414	0.1058
2	GPR55	19	1000	231480286	231498185	9.542557291	0.828	rs6724157	0.1058
17	MYOCD	3	1000	12510230	12607686	4.290790262	0.244	rs16946427	0.1059
7	AGR2	15	1000	16797959	16811133	14.00439828	0.457	rs17150186	0.1059
21	PTTG1IP	22	1000	45093940	45118169	14.72235051	0.69	rs9808690	0.1059
10	VENTX	12	1000	134901397	134905423	11.78155971	0.398	rs2995337	0.106
8	AZIN1	15	1000	103907711	103945573	13.74043331	0.425	rs4734674	0.106
10	ADAM8	13	1000	134925910	134940362	11.85813015	0.428	rs2995337	0.106
10	UTF1	11	1000	134893767	134895052	10.12449421	0.452	rs2995337	0.106
10	FAM53B	20	1000	126297852	126422920	18.42262359	0.458	rs4450131	0.106
8	MSC	15	1000	72916330	72919285	12.79524965	0.491	rs6472617	0.106
13	PROZ	5	1000	112860968	112874695	6.306451496	0.278	rs488703	0.1061
1	HMGN2	8	1000	26671488	26675720	8.728269425	0.335	rs6697410	0.1061
11	ASRGL1	24	1000	61861349	61917463	21.03892828	0.473	rs2077224	0.1061
11	SCGB1A1	18	1000	61943098	61947243	15.57268117	0.505	rs2077224	0.1061
4	SLC4A4	11	1000	72271866	72656663	8.162919986	0.603	rs13147721	0.1061
20	DLGAP4	4	1000	34357716	34590454	7.201680717	0.161	rs1275395	0.1062
18	C18orf32	5	1000	45262027	45267599	5.451099721	0.304	rs16950548	0.1062
7	GNAT3	9	1000	79925922	79979178	10.01283815	0.328	rs12539378	0.1062
18	RPL17	5	1000	45268853	45272904	5.451099721	0.334	rs16950548	0.1062
18	LOC642250	5	1000	45268853	45271954	5.451099721	0.335	rs16950548	0.1062
9	GNA14	14	1000	79228367	79453043	15.23310994	0.337	rs1147181	0.1062
11	NOX4	5	1000	88699160	88864301	3.629359693	0.556	rs7929532	0.1062
10	POLR3A	9	1000	79405909	79459265	8.005111808	0.425	rs1248889	0.1063
1	RALGPS2	22	1000	176960922	177152465	18.4068384	0.451	rs12141498	0.1063
8	TMEM65	10	1000	125392339	125454121	8.705503121	0.471	rs9886564	0.1063
17	OMG	5	1000	26645793	26648481	9.576656432	0.137	rs9892839	0.1064
9	TRPM6	6	1000	76527230	76692830	7.203472824	0.294	rs2274924	0.1064
2	ZEB2	11	1000	144862052	144994386	11.57205662	0.39	rs12105918	0.1064
1	C1orf168	11	1000	56957064	57057957	10.98777888	0.441	rs1557145	0.1064
11	FADD	15	1000	69726916	69731134	9.706206549	0.646	rs7930377	0.1064
11	SCN3B	10	1000	123005104	123030525	5.989978984	0.699	rs1275061	0.1064
2	DNAJC5G	4	1000	27351792	27357800	6.993653596	0.185	rs9653564	0.1065
2	TRIM54	5	1000	27359103	27383811	7.650148805	0.19	rs9653564	0.1065
2	SLC30A3	5	1000	27330943	27339464	8.378366481	0.193	rs9653564	0.1065
2	CAD	8	1000	27293761	27320158	10.33913627	0.225	rs9653564	0.1065
16	HAS3	6	1000	67697660	67710120	7.369852583	0.261	rs3815821	0.1065
16	CIRH1A	6	1000	67723999	67760438	6.879569139	0.322	rs3815821	0.1065
1	SIKE	7	1000	115113627	115124831	8.272354411	0.323	rs3126219	0.1065
2	C2orf28	8	1000	27288402	27293557	8.442287986	0.324	rs9653564	0.1065
16	CTF8	6	1000	67709413	67723985	6.879569139	0.327	rs3815821	0.1065
2	SLC5A6	8	1000	27275961	27288575	8.442287986	0.335	rs9653564	0.1065
16	LOC283867	11	1000	63875902	64167704	11.46058652	0.364	rs9923736	0.1065
1	SYCP1	7	1000	115198977	115339513	5.703566841	0.481	rs3126219	0.1065
12	CCT2	14	1000	68265474	68281624	11.90381048	0.492	rs579046	0.1065
12	SPPL3	20	1000	119685417	119826534	12.71271435	0.575	rs1151860	0.1065
14	REC8	13	1000	23711073	23719303	7.860842441	0.71	rs743272	0.1065
14	TM9SF1	12	1000	23728192	23734722	6.212612376	0.756	rs743272	0.1065
14	IPO4	12	1000	23719264	23727964	6.212612376	0.775	rs743272	0.1065
12	PPM1H	46	1000	61324030	61614932	30.80424199	0.802	rs163955	0.1065
11	METT5D1	6	1000	28086373	28311630	10.45655807	0.148	rs2354426	0.1066
15	LOC643007	5	1000	33022541	33022953	6.00677253	0.273	rs7165312	0.1066
15	ZNF770	5	1000	33057835	33067746	6.274941286	0.283	rs7165312	0.1066
15	AQR	14	1000	32935843	33049287	12.52480875	0.403	rs7165312	0.1066
2	C2orf55	20	1000	98776740	98919116	14.00595477	0.524	rs7582382	0.1066
15	CASC4	1	1.00E+05	42368220	42495247	2.602430038	0.1073	rs8037395	0.1067
1	MEGF6	18	1000	3394365	3517919	12.54025984	0.695	rs4648524	0.1067
9	LOC389827	1	1000	135369578	135379787	2.600945242	0.118	rs3094378	0.1068
9	SLC2A6	2	1000	135326040	135334039	4.132361594	0.133	rs3094378	0.1068
9	ADAMTS13	5	1000	135276940	135314329	7.208696378	0.193	rs3094378	0.1068
9	C9orf7	5	1000	135314951	135325706	7.208696378	0.213	rs3094378	0.1068
20	SIRPB2	22	1000	1403235	1420233	15.9445138	0.631	rs7269538	0.1068
20	NSFL1C	26	1000	1370810	1396417	18.73725349	0.635	rs7269538	0.1068
20	SIRPD	15	1000	1462896	1486343	6.541419629	0.875	rs7269538	0.1068
10	HPS1	19	1000	100165945	100196694	6.912207742	0.897	rs17109539	0.1068
2	PPP1R7	11	1000	241738574	241771112	8.40850868	0.524	rs1470414	0.1069
19	DUXA	13	1000	62354905	62370668	7.978534661	0.645	rs7245501	0.107
19	USP29	10	1000	62323320	62335105	5.398363625	0.65	rs7245501	0.107
19	ZIM3	10	1000	62337275	62348382	5.398363625	0.682	rs7245501	0.107
13	ERCC5	33	1000	102296174	102326346	21.54486268	0.723	rs7984853	0.107
7	VIPR2	5	1000	158513626	158630410	6.398068232	0.245	rs16868144	0.1072
20	C20orf70	2	1000	31219620	31232884	2.597092527	0.255	rs911139	0.1072
20	PLUNC	9	1000	31287462	31294776	10.0017468	0.331	rs911139	0.1072
5	NRG2	10	1000	139207443	139403063	9.8973713	0.386	rs155346	0.1072
20	C20orf71	7	1000	31268795	31279220	6.464298859	0.391	rs911139	0.1072
20	CSRP2BP	10	1000	18066526	18117016	14.41895317	0.187	rs6081035	0.1073
11	OR2AT4	6	1000	74477443	74478406	5.962979246	0.347	rs6592602	0.1073
16	VASN	8	1000	4361849	4373530	5.463471196	0.512	rs3747581	0.1073
11	EED	15	1000	85633462	85667428	10.74444886	0.552	rs291241	0.1073
8	INDOL1	11	1000	39911630	39993067	8.01673681	0.561	rs2981182	0.1073
11	C11orf73	13	1000	85690935	85734633	8.822027649	0.609	rs291241	0.1073
1	TESK2	13	1000	45582141	45729427	14.8955694	0.308	rs4660858	0.1074
1	LOC126661	7	1000	45733167	45738233	6.008948312	0.411	rs4660858	0.1074
1	MMACHC	7	1000	45738442	45749326	6.008948312	0.439	rs4660858	0.1074
1	IARS2	6	1000	218334077	218388006	4.135486873	0.441	rs6541124	0.1074
1	PRDX1	8	1000	45749293	45760196	6.589234925	0.451	rs4660858	0.1074
12	NUDT4	12	1000	92295831	92321155	9.450361533	0.505	rs11107008	0.1074
13	SLC10A2	13	1000	102494348	102517197	10.77206745	0.536	rs16961307	0.1074
1	BPNT1	8	1000	218297446	218329814	4.331209903	0.613	rs6541124	0.1074
12	UBE2N	15	1000	92326218	92360157	9.780677673	0.687	rs11107008	0.1074
1	EPRS	12	1000	218208564	218286623	4.899959595	0.775	rs6541124	0.1074
4	FSTL5	15	1000	162524498	163304636	8.508671523	0.827	rs7375984	0.1074
21	MRPL39	11	1000	25879838	25901672	11.16830623	0.349	rs974680	0.1075
6	MED23	8	1000	131936798	131991056	5.216150662	0.581	rs9375819	0.1075
7	PRR15	7	1000	29569951	29573436	8.602517025	0.28	rs1420123	0.1076
8	ANGPT1	19	1000	108330885	108579430	19.76827188	0.384	rs1433185	0.1076
13	C1QTNF9	11	1000	23781715	23794669	5.176329333	0.888	rs2861550	0.1076
11	NPAS4	3	1000	65945050	65950753	5.168590278	0.15	rs7925108	0.1077
3	C3orf58	6	1000	145173602	145193895	10.81310664	0.162	rs1466941	0.1077
17	CDC6	2	1000	35697671	35712939	3.496951158	0.182	rs4077125	0.1077
11	MRPL11	4	1000	65959125	65962886	7.034885467	0.192	rs7925108	0.1077
10	SORCS1	10	1000	108323410	108914282	9.729787238	0.385	rs10786998	0.1077
3	TMEM108	23	1000	134239942	134597747	17.16311883	0.636	rs9867089	0.1077
21	C21orf123	14	1000	45664058	45669413	6.68027848	0.856	rs4819077	0.1077
21	COL18A1	23	1000	45649524	45758062	9.584250707	0.922	rs4819077	0.1077
12	KRT76	17	1000	51448205	51457372	14.88049325	0.474	rs2638525	0.1078
8	MRPS28	18	1000	80993649	81105061	12.95785398	0.49	rs9298332	0.1078
12	KRT3	17	1000	51469735	51476159	14.88049325	0.495	rs2638525	0.1078
10	NEURL	18	1000	105244037	105342293	14.48565727	0.532	rs3824781	0.1078
12	KRT4	21	1000	51486599	51494602	15.37019251	0.612	rs2638525	0.1078
4	RNF4	9	1000	2440604	2487381	4.535679294	0.753	rs1203847	0.1078
12	KRT79	25	1000	51501497	51514344	15.30813359	0.761	rs2638525	0.1078
12	KRT78	22	1000	51519012	51529045	13.47928037	0.767	rs2638525	0.1078
10	DIP2C	9	1000	311431	725606	15.11703641	0.136	rs3125027	0.1079
8	PPP1R3B	13	1000	9031176	9045630	19.09753367	0.201	rs330911	0.1079
17	ZNF624	7	1000	16464772	16497883	7.38782136	0.322	rs8068349	0.1079
20	RBBP9	9	1000	18415187	18425887	9.898812115	0.352	rs6075351	0.1079
20	SNX5	13	1000	17870243	17897490	13.69636999	0.376	rs6080891	0.1079
17	CCDC144A	3	1000	16534363	16619036	2.85008209	0.382	rs8068349	0.1079
17	PIK3R5	10	1000	8724137	8756559	8.960178313	0.483	rs4791769	0.1079
1	BAT2D1	18	1000	169721289	169829273	8.331607437	0.846	rs2421812	0.1079
6	RHAG	10	1000	49680848	49712546	12.47773412	0.271	rs6458702	0.108
1	MAGOH	15	1000	53465151	53476795	16.57550575	0.301	rs3737983	0.108
2	ABCA12	10	1000	215504510	215711396	11.47384997	0.305	rs2948974	0.108
7	AHR	7	1000	17304831	17352299	7.854040101	0.317	rs1476080	0.108
18	KCTD1	28	1000	22288871	22474306	14.88737378	0.896	rs8098634	0.108
2	FZD7	8	1000	202607554	202611405	10.11058408	0.259	rs1477031	0.1081
19	KLK13	19	1000	56251274	56260179	17.66104878	0.472	rs2739429	0.1081
19	KLK10	23	1000	56207811	56215243	20.9849644	0.473	rs2739429	0.1081
19	KLK11	23	1000	56217298	56223102	20.9849644	0.487	rs2739429	0.1081
19	KLK12	24	1000	56224159	56229960	21.3692849	0.497	rs2739429	0.1081
3	TWF2	6	1000	52237665	52248223	5.315430038	0.411	rs353547	0.1082
3	ALAS1	6	1000	52207155	52223383	5.315430038	0.43	rs353547	0.1082
3	TLR9	6	1000	52230137	52235219	5.315430038	0.441	rs353547	0.1082
3	PPM1M	7	1000	52255264	52259655	5.642651146	0.446	rs353547	0.1082
1	OR14A16	6	1000	246044724	246045654	5.203394607	0.449	rs10888256	0.1082
1	TRIM58	18	1000	246087123	246110061	15.75715077	0.449	rs10888256	0.1082
3	WDR82	9	1000	52263477	52287699	7.105234686	0.482	rs353547	0.1082
10	TACR2	15	1000	70833963	70846680	12.77425458	0.482	rs3829185	0.1082
17	PSCD1	19	1000	74181724	74289971	14.36465841	0.524	rs12944556	0.1082
1	OR11L1	9	1000	246070852	246071821	6.172261476	0.566	rs10888256	0.1082
12	MGC24039	24	1000	31426423	31635219	12.02170704	0.742	rs3850970	0.1082
14	ZC3H14	7	1000	88099066	88149606	9.726539463	0.234	rs12323553	0.1084
14	PTPN21	10	1000	88001874	88090876	10.4633196	0.348	rs12323553	0.1084
4	DMP1	6	1000	88790482	88804534	6.22168286	0.352	rs1462369	0.1084
4	DSPP	6	1000	88748704	88757049	6.195125872	0.382	rs1462369	0.1084
6	PDE10A	16	1000	165664524	165995575	12.8245218	0.61	rs16898017	0.1084
2	LOC129293	11	1000	84902306	84961763	4.482638984	0.819	rs1529385	0.1084
10	HPSE2	22	1000	100208866	100985609	16.68801959	0.627	rs6584227	0.1085
2	CYP27A1	7	1000	219354715	219388260	7.821239501	0.297	rs6436094	0.1086
2	PRKAG3	5	1000	219395349	219404756	4.772862045	0.347	rs6436094	0.1086
1	FAM54B	8	1000	26018983	26032020	6.251581564	0.447	rs1007108	0.1086
16	XPO6	10	1000	28016816	28130691	7.131221189	0.477	rs4787446	0.1086
1	SEPN1	9	1000	25999253	26017300	6.222657725	0.613	rs1007108	0.1086
2	TACR1	4	1000	75129737	75279781	5.118929651	0.28	rs4853125	0.1087
15	C15orf57	13	1000	38632589	38644544	14.08247632	0.337	rs11630273	0.1087
15	RPUSD2	14	1000	38648828	38653953	15.38781138	0.358	rs11630273	0.1087
13	SLAIN1	4	1000	77170470	77236378	3.652191956	0.372	rs1937388	0.1087
19	NLRP11	6	1000	60988574	61039940	4.75095424	0.531	rs755804	0.1087
19	NLRP9	7	1000	60911609	60941580	5.148345473	0.547	rs755804	0.1087
6	ASCC3	27	1000	101063328	101435945	16.85456613	0.577	rs673119	0.1087
3	IFT57	12	1000	109362348	109424107	5.628150497	0.683	rs17232226	0.1087
9	PRG-3	25	1000	102830851	103127238	17.19488772	0.711	rs531863	0.1087
12	TMPRSS12	10	1000	49522967	49567930	10.49368941	0.361	rs764606	0.1088
1	FMO1	23	1000	169484286	169521737	19.16256259	0.558	rs10912593	0.1088
12	METTL7A	11	1000	49604800	49612567	7.627284094	0.572	rs764606	0.1088
12	C12orf44	13	1000	50750024	50757546	9.376045523	0.591	rs7308871	0.1088
17	CYB5D2	17	1000	3993210	4007740	17.83455542	0.341	rs7210596	0.1089
1	NRAS	6	1000	115048600	115061038	5.682364103	0.389	rs7537232	0.1089
17	ZZEF1	34	1000	3854487	3993002	32.78897301	0.411	rs7210596	0.1089
17	ANKFY1	17	1000	4013413	4114023	15.91568768	0.424	rs7210596	0.1089
20	DHX35	12	1000	37024413	37101778	9.523463443	0.481	rs3752292	0.1089
1	CSDE1	5	1000	115061059	115102147	3.711779977	0.482	rs7537232	0.1089
10	BNIP3	5	1000	133631193	133645425	2.93546032	0.54	rs7085239	0.1089
1	AMPD1	9	1000	115017244	115039699	6.343884191	0.549	rs7537232	0.1089
10	PPP2R2D	5	1000	133597949	133620043	2.93546032	0.572	rs7085239	0.1089
6	RIMS1	27	1000	72653370	73169229	18.5639771	0.639	rs7761468	0.1089
1	NEGR1	7	1000	71641212	72520865	9.890729596	0.223	rs1870676	0.109
17	FLJ44815	8	1000	29925254	29930501	8.904178133	0.321	rs11657603	0.109
17	TMEM132E	9	1000	29931880	29990450	9.396485145	0.381	rs11657603	0.109
20	ZBP1	9	1000	55612307	55628935	7.812504618	0.539	rs927171	0.109
19	GLTSCR1	17	1000	52803264	52898346	9.74767658	0.79	rs2974225	0.109
8	CCNE2	12	1000	95961628	95976658	17.21300275	0.207	rs10956932	0.1091
22	NIPSNAP1	9	1000	28280797	28307144	12.03921873	0.211	rs1049536	0.1091
8	TP53INP1	16	1000	96007376	96030767	15.25500181	0.398	rs10956932	0.1091
7	CARD11	15	1000	2912294	3050105	12.93159209	0.559	rs1636181	0.1091
4	RGS12	20	1000	3285671	3411438	14.41871667	0.643	rs6852186	0.1091
4	HGFAC	16	1000	3413523	3421011	7.216005282	0.873	rs6852186	0.1091
17	NT5C	6	1000	70637917	70639472	6.913496958	0.306	rs4789130	0.1092
2	TNFAIP6	7	1000	151922350	151944806	4.437867829	0.592	rs10432476	0.1092
2	RIF1	10	1000	151974673	152040665	4.404910789	0.772	rs10432476	0.1092
7	WNT16	9	1000	120752656	120768394	6.85095361	0.522	rs2707507	0.1093
1	HSD3B2	6	1000	119759295	119767174	9.686267398	0.193	rs6672903	0.1094
20	RIMS4	9	1000	42813862	42872326	10.82966636	0.284	rs4812858	0.1094
8	PPP2R2A	18	1000	26204950	26284563	19.04131887	0.362	rs11135929	0.1094
10	ZNF25	5	1000	38278800	38305459	2.712185394	0.631	rs1208571	0.1094
11	OR51E2	14	1000	4657976	4675645	7.191195755	0.758	rs17225881	0.1094
11	OR51E1	15	1000	4630135	4631485	7.467399926	0.771	rs17225881	0.1094
11	OR51D1	17	1000	4617596	4618571	7.335422854	0.877	rs17225881	0.1094
1	PADI4	21	1000	17507278	17563082	10.41743677	0.885	rs3750300	0.1094
14	RNASE7	12	1000	20580224	20582232	5.482103853	0.887	rs2274682	0.1094
5	TSLP	11	1000	110435288	110441621	11.00360359	0.377	rs10051830	0.1095
5	WDR36	13	1000	110455768	110494099	12.07892506	0.413	rs10051830	0.1095
7	DNAJB9	7	1000	107997591	108002530	5.654522856	0.443	rs2215141	0.1095
7	THAP5	7	1000	107991765	107997133	5.654522856	0.451	rs2215141	0.1095
3	BBX	18	1000	108724479	109007389	11.14798665	0.68	rs9288853	0.1095
7	PPP1R9A	18	1000	94374884	94763663	9.748004547	0.811	rs2374983	0.1095
11	FLRT1	10	1000	63627937	63643221	12.46014337	0.285	rs1123251	0.1096
5	PCDH1	17	1000	141212856	141238128	14.68396952	0.509	rs11950307	0.1096
12	C12orf11	6	1000	26949378	26982521	5.025843133	0.511	rs6487582	0.1096
11	MACROD1	19	1000	63522605	63690094	15.8397198	0.513	rs1123251	0.1096
12	FGFR1OP2	11	1000	26982582	27010126	8.63565491	0.556	rs6487582	0.1096
12	TM7SF3	12	1000	27017389	27058405	8.955168677	0.59	rs6487582	0.1096
2	SLC35F5	12	1000	114188402	114230870	12.85491649	0.339	rs2900744	0.1097
2	DKFZp547H025	7	1000	228183049	228206132	7.414000173	0.365	rs2176189	0.1097
7	CAV2	16	1000	115926679	115935831	6.912360042	0.751	rs17138756	0.1097
1	SLC35F3	35	1000	232107301	232526885	23.92539031	0.766	rs4268406	0.1097
7	CAV1	23	1000	115952074	115988466	9.169842281	0.868	rs17138756	0.1097
12	TAOK3	15	1000	117071988	117295133	13.06537208	0.45	rs2280711	0.1098
19	PIP5K1C	18	1000	3581181	3651445	19.74998579	0.281	rs2067019	0.1099
19	TJP3	10	1000	3679373	3701682	11.54342101	0.326	rs2067019	0.1099
16	TGFB1I1	6	1000	31390984	31396781	5.82993809	0.355	rs11643752	0.1099
16	ARMC5	6	1000	31377817	31385989	5.82993809	0.363	rs11643752	0.1099
16	COX6A2	6	1000	31346555	31347222	5.748060877	0.382	rs11643752	0.1099
19	APBA3	9	1000	3701770	3712673	9.098591075	0.41	rs2067019	0.1099
19	RAX2	9	1000	3720088	3723219	9.098591075	0.412	rs2067019	0.1099
19	MRPL54	9	1000	3713664	3718563	9.098591075	0.42	rs2067019	0.1099
16	SLC5A2	7	1000	31401939	31409592	5.875485848	0.432	rs11643752	0.1099
16	C16orf58	7	1000	31408315	31427207	5.875485848	0.437	rs11643752	0.1099
17	C17orf60	2	1000	59875701	59895222	4.487501704	0.104	rs2075552	0.11
17	POLG2	2	1.00E+05	59904363	59923631	4.487501704	0.10699	rs2075552	0.11
6	KIAA0776	1	1000	97076437	97109873	2.554221312	0.107	rs12207471	0.11
17	DDX5	2	1000	59926199	59932869	4.487501704	0.119	rs2075552	0.11
17	CCDC45	3	1000	59933619	59964524	6.115356625	0.143	rs2075552	0.11
17	SMURF2	4	1000	59971196	60088848	6.854610479	0.188	rs2075552	0.11
6	FHL5	5	1000	97117155	97171233	4.906720323	0.345	rs12207471	0.11
12	ZNF605	4	1000	132008119	132042941	3.243687482	0.47	rs13273	0.11
12	CHFR	14	1000	131927010	131974257	10.43408547	0.546	rs13273	0.11
8	AMAC1L2	11	1000	11225904	11227105	11.53954651	0.288	rs3808513	0.1101
17	VPS53	29	1000	361479	564846	12.01452614	0.878	rs3744732	0.1101
5	SFRS12	6	1000	65475840	65512470	7.937000305	0.241	rs153396	0.1102
8	LEPROTL1	8	1000	30072463	30114764	7.881502512	0.369	rs9656755	0.1102
8	TMEM66	10	1000	30040172	30060191	9.310137778	0.378	rs9656755	0.1102
3	CLDN18	15	1000	139200347	139235184	14.27047374	0.415	rs7637370	0.1102
3	DZIP1L	19	1000	139263521	139317141	17.12194612	0.42	rs7637370	0.1102
2	CCDC88A	18	1000	55368481	55500467	12.25369351	0.554	rs7591128	0.1102
6	DEFB114	6	1000	50035963	50039777	6.93872327	0.296	rs4715153	0.1103
6	DEFB113	6	1000	50044348	50045297	6.93872327	0.317	rs4715153	0.1103
10	PLEKHA1	30	1000	124124209	124181856	21.2662445	0.661	rs4752699	0.1103
10	HTRA1	18	1000	124211030	124264414	11.48776701	0.696	rs4752699	0.1103
10	ARMS2	20	1000	124204168	124206858	12.55632511	0.714	rs4752699	0.1103
15	SLCO3A1	35	1000	90197949	90507782	23.31572999	0.782	rs8037251	0.1103
12	CRADD	24	1000	92595281	92768662	12.02026124	0.803	rs12422532	0.1103
5	PDLIM7	2	1000	176843000	176857208	5.038097675	0.11	rs2544809	0.1104
5	PRR7	4	1000	176806401	176815889	6.408112384	0.178	rs2544809	0.1104
5	DBN1	4	1000	176816219	176833300	6.408112384	0.189	rs2544809	0.1104
5	DOK3	2	1000	176863356	176869459	2.795902681	0.248	rs2544809	0.1104
6	IRF4	5	1000	336751	356443	3.80905407	0.524	rs1050975	0.1104
9	TEX10	11	1000	102104190	102154995	13.30248967	0.276	rs2026999	0.1105
17	RNF135	1	1000	26322081	26351053	2.545626962	0.106	rs9900686	0.1106
1	UTS2	4	1000	7830261	7836159	4.275286724	0.316	rs10462018	0.1106
1	KMO	16	1000	239762302	239825567	15.93977845	0.344	rs672477	0.1106
17	SLFN13	10	1000	30786227	30799885	10.1671599	0.414	rs4796089	0.1106
1	CHML	8	1000	239858789	239865855	7.530969431	0.423	rs672477	0.1106
12	PFDN5	9	1000	51975501	51979501	7.199250452	0.43	rs1545650	0.1106
1	OPN3	9	1000	239823074	239870324	7.548589005	0.501	rs672477	0.1106
13	INTS6	9	1000	50833701	50925276	6.963524148	0.506	rs9563046	0.1106
12	SP7	5	1000	52006626	52015804	3.514778955	0.517	rs1545650	0.1106
13	LOC647174	6	1000	50813168	50834240	4.26633019	0.581	rs9563046	0.1106
